%% https://raw.githubusercontent.com/josefkr/morphcomp/master/wortwarte_lemma_polarity.txt
%% https://raw.githubusercontent.com/josefkr/morphcomp/master/wiktionary_lemma_polarity.txt
%% https://raw.githubusercontent.com/josefkr/morphcomp/master/train_test_lemma_polarity.txt
%% https://raw.githubusercontent.com/artificial-max/polcla/master/polcla/src/main/resources/dictionaries/germanlex.txt
%% https://raw.githubusercontent.com/markuskiller/textblob-de/master/textblob_de/data/de-sentiment.xml
%% https://pcai056.informatik.uni-leipzig.de/downloads/etc/SentiWS/SentiWS_v2.0.zip
%% data/bundestag_sentiments.txt
anwidern,0.9333333333333332
anzahlungssumme,0.0
anzeigenblatt,0.0
anzeigenteil,0.0
anzeigen,-0.7333333333333334
anziehen,0.6005714285714285
anzischen,-0.9333333333333332
anzüglich,-0.75
anzweifeln,-0.8333333333333334
apart,0.8333333333333334
apathisch,-0.7813
aphthenseuche,-0.8
apokalyptisch,-0.6016
apologie,0.6666666666666666
appartementhaus,0.0
appetitlich,0.9333333333333332
approbation,0.9333333333333332
arbeiteraufstand,-0.8333333333333334
arbeiterpartei,0.0
arbeiterpriester,0.0
arbeitsam,0.7333333333333334
arbeitserlaubnis,0.9333333333333332
arbeitserleichternd,0.8
arbeitsfähig,0.9333333333333332
arbeitsfreude,0.7333333333333334
arbeitsgang,0.0
arbeitskampf,-0.8333333333333334
arbeitsklima,0.0
arbeitskreis,0.0
arbeitslos,-0.71065
arbeitslosenanteil,-0.7333333333333334
arbeitslosenrate,-0.6666666666666666
arbeitslosenzahl,-0.7333333333333334
arbeitslosigkeit,-0.6218
arbeitsmarkt,0.0
arbeitsniederlegung,-0.7333333333333334
arbeitsplatzabbau,-0.8333333333333334
arbeitsplatzverlust,-0.9333333333333332
arbeitssicherheit,0.7333333333333334
arbeitsstil,0.0
arbeitssucht,-0.9333333333333332
arbeitstäglich,0.0
arbeitsteilig,0.0
arbeitsunfähig,-0.9333333333333332
arbeitsunterricht,0.0
arbeitsverweigerung,-0.8333333333333334
arbeitswelt,0.0
arbeitswillig,0.7333333333333334
arbeitszeit,0.0
archaisch,-0.5015999999999999
ärgerlich,-0.702775
ärger,-0.7866249999999999
ärgern,-0.59788
arglistig,-0.9333333333333332
arglist,-0.9333333333333332
arglos,-0.7333333333333334
arglosigkeit,-0.9
arg,-0.96
argwöhnen,-0.9333333333333332
argwöhnisch,-0.8333333333333334
argwohn,-0.9333333333333332
aristokratisch,0.6666666666666666
arm,-0.55092
armband,0.0
armbanduhr,0.0
armbeuge,0.0
armbinde,0.0
armbruch,-0.9333333333333332
armbruster,0.0
armbrust,0.0
armeekorps,0.0
armenhaus,-0.8
armlänge,0.0
armlehne,0.0
armleuchter,-0.8
ärmlich,-0.7333333333333334
armreif,0.0
armselig,-0.74535
armseligkeit,-0.7333333333333334
armutszeugnis,-0.8
arrangieren,0.75
arrogant,-0.741475
arterienverkalkung,-0.9333333333333332
arteriosklerose,-0.9333333333333332
arthritis,-0.9333333333333332
artigkeit,0.8
artilleriefeuer,-0.9333333333333332
artistik,0.8
ärztekammer,0.0
asbestsanierung,0.8333333333333334
aschenbahn,0.0
aschengrube,0.0
aschfarben,0.0
asozial,-0.9333333333333332
asphaltstraße,0.0
astgabel,0.0
ästhetiker,0.0
ästhetik,0.8333333333333334
ästhetisch,0.75095
ästhetisieren,0.75
asthma,-0.9333333333333332
ästimieren,0.9333333333333332
astrein,0.9333333333333332
astronomisch,-0.7333333333333334
atemberaubend,0.7815249999999999
atemnot,-0.9333333333333332
atempause,0.8
atemraubend,0.9333333333333332
atheistisch,-0.65
athletisch,0.75
atmosphärenüberdruck,0.0
atmosphärisch,0.75
atombombe,-0.8
atomexplosion,-0.9333333333333332
atomkraft,-0.8
atomkrieg,-0.9333333333333332
attacke,-0.7424999999999999
attackieren,-0.7011999999999999
attentat,-0.8333333333333334
attraktion,0.7333333333333334
attraktivität,0.701
auenwald,0.0
aufarbeitung,0.8333333333333334
aufbauschen,-0.9333333333333332
aufbegehren,-0.9
aufbesserung,0.402
aufblähen,-0.6262
aufblühen,0.646125
aufbrausen,-0.9
aufbruchstimmung,0.8333333333333334
aufdrängen,-0.7333333333333334
aufdringlich,-0.7333333333333334
auffallen,0.3204666666666667
auffällig,-0.65
auffälligkeit,-0.8
auffassungsgabe,0.8
auffressen,-0.7333333333333334
auffrischung,0.6666666666666666
aufgabenheft,0.0
aufgeben,-0.60245
aufblasen,-0.5512
